Id,SalePrice
1461,127575.9055
1462,157698.3898
1463,172436.6653
1464,184769.1195
1465,198301.2073
1466,175136.5875
1467,169406.9724
1468,166070.503
1469,186841.8048
1470,127378.9738
1471,200774.1994
1472,94437.42052
1473,94893.40893
1474,153318.6561
1475,129993.1038
1476,426452.8305
1477,261602.4332
1478,308912.8129
1479,268382.822
1480,442461.7221
1481,321176.4756
1482,208125.5583
1483,169653.9493
1484,180464.3516
1485,180113.9615
1486,186271.5618
1487,343225.127
1488,241054.9634
1489,201266.565
1490,215425.2086
1491,185306.1479
1492,97999.82102
1493,208917.0769
1494,297954.7074
1495,290579.2033
1496,231578.3821
1497,182448.2997
1498,165126.4881
1499,167989.9758
1500,152736.6632
1501,173880.0162
1502,162052.9359
1503,298246.7203
1504,230554.8051
1505,219456.1043
1506,194926.8989
1507,223263.3776
1508,193074.8597
1509,161404.8479
1510,142617.5908
1511,140615.7323
1512,169588.2389
1513,154633.4808
1514,169197.3948
1515,202448.2921
1516,178217.7854
1517,155526.5471
1518,146881.5518
1519,222418.9871
1520,135705.0356
1521,136676.3299
1522,164797.0826
1523,110201.9133
1524,129985.776
1525,127477.362
1526,132275.2291
1527,110543.61
1528,136070.713
1529,143239.1001
1530,179851.4097
1531,95060.34154
1532,109037.7179
1533,140439.2923
1534,119797.0988
1535,147817.8211
1536,119379.6153
1537,74251.31777
1538,178727.5036
1539,207490.4341
1540,99815.07267
1541,144834.6836
1542,128188.6162
1543,209125.6305
1544,88855.03437
1545,106621.3947
1546,123191.8895
1547,125580.4895
1548,129607.971
1549,118327.5787
1550,140036.0562
1551,125855.7551
1552,135464.2046
1553,149895.6286
1554,102930.3777
1555,161570.5588
1556,77408.77415
1557,103504.8909
1558,91168.88519
1559,79832.48561
1560,133550.9234
1561,128820.9144
1562,132147.2198
1563,124340.9192
1564,158991.871
1565,151446.2691
1566,232645.795
1567,75901.96508
1568,218410.4367
1569,137492.1524
1570,125950.4637
1571,128986.4468
1572,145639.484
1573,257206.9892
1574,119240.2771
1575,211344.2904
1576,218769.122
1577,198769.5692
1578,151312.2926
1579,142938.248
1580,189842.3011
1581,150659.7632
1582,127463.2566
1583,329096.2419
1584,225900.7719
1585,144392.6735
1586,71820.35445
1587,99852.88893
1588,150033.3812
1589,105648.189
1590,136128.9989
1591,103155.8635
1592,111402.3595
1593,128672.4252
1594,119245.4235
1595,108771.776
1596,228866.2528
1597,199433.5509
1598,216414.2815
1599,196700.5018
1600,194605.9807
1601,89447.75545
1602,108848.5365
1603,96025.58788
1604,305541.4333
1605,249428.0256
1606,165550.4619
1607,161722.4839
1608,208509.3483
1609,192651.0965
1610,147341.7698
1611,140069.2551
1612,160863.6004
1613,154907.7862
1614,126695.3265
1615,85413.15725
1616,70942.28069
1617,88428.26274
1618,127756.5814
1619,139314.0812
1620,165003.827
1621,132517.292
1622,139250.7613
1623,293593.0654
1624,205660.3152
1625,131462.6566
1626,170196.0333
1627,183114.3062
1628,282900.7867
1629,185475.7489
1630,345575.3341
1631,212561.5237
1632,242052.5311
1633,172076.4959
1634,183433.7148
1635,179354.4314
1636,155138.0852
1637,171802.7185
1638,214079.0157
1639,185486.8479
1640,255741.7131
1641,178015.8065
1642,221015.3762
1643,220679.5205
1644,225009.0004
1645,186899.0483
1646,159373.4091
1647,174841.4279
1648,131637.2186
1649,136854.2339
1650,123021.3799
1651,126424.1231
1652,97057.72399
1653,95548.51768
1654,156796.2259
1655,162012.7182
1656,149584.2307
1657,155278.509
1658,150132.2396
1659,136837.6102
1660,149932.8926
1661,436384.8965
1662,432208.0662
1663,398146.4006
1664,366413.019
1665,326172.2921
1666,310141.5757
1667,382286.0315
1668,332094.9799
1669,309379.4218
1670,359417.055
1671,247084.4371
1672,454735.263
1673,287161.8244
1674,250376.1384
1675,173160.5245
1676,181541.3384
1677,203110.408
1678,449713.0961
1679,365998.0192
1680,339654.5409
1681,288721.9577
1682,315749.513
1683,179894.1321
1684,174053.1453
1685,176568.3382
1686,177242.1076
1687,169583.7256
1688,183341.0778
1689,187935.9403
1690,192251.0617
1691,182423.9528
1692,267300.1924
1693,170866.7472
1694,183922.1279
1695,169508.4428
1696,276705.6881
1697,169508.4428
1698,354783.8105
1699,301973.3711
1700,238060.9145
1701,255308.8619
1702,268678.5839
1703,256044.498
1704,286621.783
1705,224309.8606
1706,412834.668
1707,203918.741
1708,207667.2778
1709,306047.7183
1710,220016.4868
1711,244894.7142
1712,231105.1185
1713,248566.8957
1714,219733.49
1715,195350.5042
1716,177137.6435
1717,175023.9325
1718,140396.2895
1719,209719.627
1720,262658.5335
1721,178818.0468
1722,139824.7296
1723,153270.5654
1724,216297.8043
1725,232869.589
1726,184139.5797
1727,157984.7917
1728,183270.7491
1729,165420.8747
1730,177359.9792
1731,122451.8911
1732,128241.5895
1733,120628.7798
1734,128477.2883
1735,135518.0857
1736,115534.1329
1737,358721.0731
1738,210051.3492
1739,271630.2142
1740,213888.1155
1741,178246.2337
1742,172045.85
1743,169445.4341
1744,306084.9526
1745,216627.754
1746,201771.7398
1747,219109.4981
1748,216646.2031
1749,146489.1214
1750,136322.333
1751,240044.0896
1752,123098.0235
1753,153858.0766
1754,205820.2755
1755,163612.4162
1756,129556.5727
1757,125003.7978
1758,131666.0607
1759,154550.6353
1760,158664.0986
1761,144349.0917
1762,167762.7597
1763,176933.0265
1764,118101.2847
1765,178877.0103
1766,195734.1662
1767,229845.5039
1768,141939.3721
1769,178181.4118
1770,147950.5201
1771,138854.2937
1772,140220.8164
1773,126492.5724
1774,129364.4324
1775,137680.2281
1776,129417.9424
1777,116745.9234
1778,133013.8842
1779,110341.6778
1780,173692.7063
1781,134623.6733
1782,93004.08975
1783,125225.9444
1784,95962.05889
1785,134048.7088
1786,156510.0893
1787,160897.3801
1788,57086.3135
1789,107448.0216
1790,85474.35792
1791,195455.0155
1792,150604.605
1793,132370.0012
1794,143356.2632
1795,138452.914
1796,116155.6457
1797,119712.2722
1798,124292.1228
1799,119083.4209
1800,130018.8433
1801,129146.519
1802,161411.5676
1803,150167.7323
1804,138623.7984
1805,138060.3718
1806,113726.997
1807,143962.022
1808,128254.1568
1809,104328.8247
1810,135182.1136
1811,81390.02811
1812,93667.99618
1813,116061.6198
1814,101419.6882
1815,51150.70275
1816,94767.80642
1817,99803.56111
1818,161307.1726
1819,120215.343
1820,60654.26665
1821,114628.1513
1822,143066.8977
1823,48730.14974
1824,135812.086
1825,121008.533
1826,100933.9991
1827,110310.4604
1828,133427.6252
1829,120878.7377
1830,148619.6551
1831,182874.0108
1832,66572.21955
1833,151070.3461
1834,103661.6537
1835,148946.4487
1836,132850.4237
1837,101999.4473
1838,130659.5942
1839,84631.18372
1840,143936.5236
1841,143624.3511
1842,75604.69661
1843,141640.9131
1844,137052.1487
1845,138215.401
1846,156973.619
1847,161042.6814
1848,51036.47966
1849,120658.3296
1850,126043.682
1851,152616.0714
1852,131781.7238
1853,131216.5291
1854,171759.2664
1855,150609.1605
1856,224558.0649
1857,175684.0055
1858,136177.6666
1859,131908.3874
1860,139291.8173
1861,131908.3874
1862,276643.2426
1863,277115.8402
1864,277115.8402
1865,341146.4146
1866,347666.8634
1867,262248.8254
1868,299848.7523
1869,190064.7659
1870,261722.5472
1871,255895.2376
1872,170195.9294
1873,222484.0829
1874,138682.1687
1875,207880.2428
1876,195613.0552
1877,201862.4433
1878,209320.145
1879,135679.4329
1880,131359.4294
1881,224935.1005
1882,250308.4027
1883,184716.3636
1884,208828.2342
1885,251253.5239
1886,316198.6493
1887,195367.1478
1888,289675.3241
1889,168637.0609
1890,131206.2444
1891,140554.8303
1892,113140.6757
1893,132397.5624
1894,141050.9062
1895,141694.0791
1896,125455.803
1897,111726.2025
1898,105255.9638
1899,149289.3259
1900,160824.3516
1901,155745.3274
1902,143774.3315
1903,203896.8896
1904,147695.3786
1905,197747.6382
1906,154859.8919
1907,192761.415
1908,114841.7426
1909,133997.2876
1910,121683.785
1911,219348.7678
1912,337099.0447
1913,153422.8405
1914,73691.22394
1915,303610.2339
1916,62062.75029
1917,260021.6973
1918,133852.8879
1919,160173.7415
1920,164431.1678
1921,450287.2046
1922,355023.9518
1923,206915.5687
1924,228689.0681
1925,218929.754
1926,412862.6962
1927,140095.5251
1928,159499.5575
1929,120998.3657
1930,125613.115
1931,136017.3684
1932,132244.3467
1933,163046.3734
1934,179230.0175
1935,171722.0222
1936,184032.239
1937,190660.3343
1938,163020.829
1939,230370.4954
1940,197081.3381
1941,174019.825
1942,173202.676
1943,215299.8515
1944,337812.4483
1945,392793.2452
1946,157434.8935
1947,319329.7375
1948,194740.1167
1949,247968.8149
1950,177710.379
1951,262593.7902
1952,220627.5809
1953,165119.352
1954,191200.3999
1955,126244.1379
1956,279503.1758
1957,165638.7501
1958,296559.9739
1959,134570.4718
1960,118588.4923
1961,118084.0967
1962,97993.64332
1963,101522.464
1964,102349.9738
1965,147267.5016
1966,159047.7286
1967,284557.2099
1968,414432.7943
1969,419011.3969
1970,462632.0256
1971,430654.3198
1972,392524.1613
1973,249307.3055
1974,322633.2064
1975,430410.9644
1976,271333.3478
1977,354225.0372
1978,376429.6587
1979,339822.2117
1980,187858.7887
1981,338873.93
1982,226901.2863
1983,207330.8833
1984,168608.6823
1985,208669.6296
1986,202012.0157
1987,185366.5432
1988,177719.6431
1989,186177.1356
1990,217918.0497
1991,202737.9026
